Show_id,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Type,Tyoe
80996790,Dr. Seuss' The Grinch,"Scott Mosier, Yarrow Cheney","Benedict Cumberbatch, Cameron Seely, Rashida Jones, Pharrell Williams, Kenan Thompson, Angela Lansbury","France, China, Japan, United States",2019-06-05,2018,Pg,86 min,"Children & Family Movies, Comedies",A Grump With A Mean Streak Plots To Bring Christmas To A Halt In The Cheerful Town Of Whoville. But A Generous Little Girl Could Change His Heart.,Movie,Movie
70181716,Jiro Dreams Of Sushi,David Gelb,Jiro Ono,United States,2019-06-05,2011,Pg,79 min,Documentaries,"This Documentary Profiles Sushi Chef Jiro Ono, An 85-Year-Old Master Whose 10-Seat, $300-A-Plate Restaurant Is Legendary Among Tokyo Foodies.",Movie,Movie
70270388,Would You Rather,David Guy Levy,"Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr., Enver Gjokaj, Sasha Grey, John Heard, Charlie Hofheimer, Logan Miller, June Squibb, Eddie Steeples, Robin Lord Taylor, Robb Wells",United States,2019-06-05,2013,Tv-Ma,93 min,"Horror Movies, Independent Movies, Thrillers","In Need Of Cash To Help Her Sick Brother, A Young Woman Agrees To Take Part In A Lethal Winner-Takes-All Parlor Game Hosted By A Sadistic Millionaire.",Movie,Movie
80114804,Cosmos Laundromat: First Cycle,Mathieu Auvray,"Pierre Bokma, Reinout Scholten Van Aschat",Netherlands,2019-06-04,2015,Tv-Ma,12 min,"Dramas, International Movies, Sci-Fi & Fantasy","Despondent On A Desolate Island, A Suicidal Sheep Is Thrown A Lifeline By A Quirky Salesman, Who Offers Him The Gift Of A Lifetime.",Movie,Movie
80237423,Miranda Sings Live…Your Welcome,Marcus Raboy,Colleen Ballinger,United States,2019-06-04,2019,Tv-14,62 min,Stand-Up Comedy,"Viral Video Star Miranda Sings And Her Real-World Alter Ego Colleen Ballinger Share The Stage In A Special Packed With Music, Comedy And ""Magichinry.""",Movie,Movie
70117293,The Men Who Stare At Goats,Grant Heslov,"George Clooney, Ewan Mcgregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader","United States, United Kingdom",2019-06-04,2009,R,94 min,Comedies,"A Journalist Latches Onto An Unbelievable Story In Iraq When He Meets Lyn, A Man Of Mysterious Origins Who Reveals He Was A ""Warrior Monk.""",Movie,Movie
70038131,"Good Night, And Good Luck",George Clooney,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella, Ray Wise, Robert John Burke, Tate Donovan, Alex Borstein, Matt Ross, Grant Heslov","United States, France, United Kingdom, Japan",2019-06-02,2005,Pg,93 min,Dramas,Veteran Television Newsman Edward R. Murrow Faces Off Against Sen. Joseph Mccarthy And His Crusade To Quell The Threat Of Communism In America.,Movie,Movie
81110386,Krutant,Datta Mohan Bhandare,"Suyog Rajendra Gorhe, Sandeep Kulkarni, Vidya Karanjikar, Sayli Patil",India,2019-06-02,2019,Tv-14,114 min,"Dramas, International Movies","When A Busy Workaholic Leaves Town To Meet Friends, An Unexpected Delay Leads Him To The Hut Of An Old Man, Whose Haunting Tale Could Change His Life.",Movie,Movie
80108430,The Duel,Kieran Darcy-Smith,"Woody Harrelson, Liam Hemsworth, Alice Braga, Emory Cohen, Felicity Price, José Zúñiga, William Sadler",United States,2019-06-02,2016,R,110 min,Dramas,"In 1866, A Texas Ranger Investigates Some Suspicious Deaths In A Town Ruled By A Religious Despot Whose Past Contains A Disturbing Link To His Own.",Movie,Movie
81092768,#Selfie,Cristina Jacob,"Flavia Hojda, Crina Semciuc, Olimpia Melinte, Levent Sali, Vlad Logigan, Alex Calin, Alina Chivulescu, Razvan Vasilescu",Romania,2019-06-01,2014,Tv-Ma,125 min,"Comedies, Dramas, International Movies","Two Days Before Their Final Exams, Three Teen Girls Make A Seaside Getaway To End Their Adolescence With A Bang.",Movie,Movie
81092766,#Selfie 69,Cristina Jacob,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Calin, Vlad Logigan, Levent Sali, Silvia Busuioc, Mihaela Mihut",Romania,2019-06-01,2016,Tv-Ma,119 min,"Comedies, Dramas, International Movies","After A Painful Breakup, A Trio Of Party-Loving Friends Makes A Bet: Who Can Get Married In Three Days.",Movie,Movie
70060018,"10,000 B.C.",Roland Emmerich,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zinal, Nathanael Baring, Mona Hammond, Omar Sharif","United States, South Africa",2019-06-01,2008,Pg-13,109 min,Action & Adventure,Fierce Mammoth Hunter D'Leh Sets Out On An Impossible Journey To Rescue The Woman He Loves From A Vicious Warlord And Save The People Of His Village.,Movie,Movie
70202141,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",United States,2019-06-01,2011,R,100 min,"Comedies, Dramas, Independent Movies",An Otherwise Healthy Twentysomething Has A Comically Early Midlife Crisis When He Gets Slapped With A Cancer Diagnosis And A 50-50 Chance Of Survival.,Movie,Movie
81032375,Bullitt County,David Mccracken,"Mike C. Nelson, Jenni Melear, David Mccracken, Napoleon Ryan, Dorothy Lyman, Richard Riehle",United States,2019-06-01,2018,Tv-Ma,98 min,"Independent Movies, Thrillers","When Four College Friends Reunite For A Bachelor Party, Their Hunt For Cash Said To Be Hidden In Kentucky'S Backwoods Leads To Bloodshed And Betrayal.",Movie,Movie
352989,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",United States,2019-06-01,1976,R,98 min,"Classic Movies, Cult Movies, Horror Movies","An Outcast Teen With Telekinetic Ability Lashes Out With Her Deadly Power When The High School ""In Crowd"" Torments Her With A Sick Joke At The Prom.",Movie,Movie
81062606,Iii Smoking Barrels,Sanjib Dey,"Subrat Dutta, Indraneil Sengupta, Mandakini Goswami, Amrita Chattopadhyay, Nalneesh Neel, Niloy Sankar Gupta, Shiny Gogoi, Siddharth Boro",India,2019-06-01,2017,Tv-Ma,128 min,"Dramas, Independent Movies, International Movies","In Three Stories Set In Northeast India, A Child Goes On The Run, A Young Adult Falls In With The Wrong Crowd And A Desperate Man Turns To Crime.",Movie,Movie
81092767,Love Is A Story,Cristina Jacob,"Raluca Aprodu, Dragos Bucur, Ducu Darie",Romania,2019-06-01,2015,Tv-Ma,105 min,"International Movies, Romantic Movies","Two Young Artists, A Violin Player And An Actress, Fight To Achieve Their Dreams And Keep Their Relationship Together During Christmastime.",Movie,Movie
81092909,"Oh, Ramona!",Cristina Jacob,"Bogdan Iancu, Aggy K. Adams, Holly Horne, Basil Eidenbenz, Melanie Ebanks, Leonardo Boudreau, Andromeda Godfrey",Romania,2019-06-01,2019,Tv-Ma,109 min,"Comedies, International Movies",Awkward 16-Year-Old Andrei Is Infatuated With His Alluring But Aloof Schoolmate Ramona – Until He Meets Stunning Hotel Clerk Anemona While On Vacation.,Movie,Movie
81070008,Prosecuting Evil: The Extraordinary World Of Ben Ferencz,Barry Avrich,Ben Ferencz,Canada,2019-06-01,2019,Tv-14,83 min,Documentaries,"A Gripping Profile Of Ben Ferencz, The Last Surviving Lead Prosecutor At The Nuremberg Trials Whose Lifelong Desire For Justice Altered The Rule Of Law.",Movie,Movie
70098605,Righteous Kill,Jon Avnet,"Robert De Niro, Al Pacino, 50 Cent, Carla Gugino, John Leguizamo, Donnie Wahlberg, Brian Dennehy, Trilby Glover",United States,2019-06-01,2008,R,101 min,"Dramas, Thrillers","Two Detectives Investigate A Rash Of Vigilante Killings Linked To An Old Case, Suggesting They Might Have Put An Innocent Man Behind Bars.",Movie,Movie
81077539,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,2019-06-01,2018,Tv-14,78 min,"Documentaries, Music & Musicals",An Aging Blues Guitarist And A Grad Student Form An Unlikely Duo While Busking On The Street Corners Of 1980S Harlem.,Movie,Movie
20129240,Small Soldiers,Joe Dante,"Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn, Denis Leary, Frank Langella, Tommy Lee Jones, Ernest Borgnine",United States,2019-06-01,1998,Pg-13,110 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","When The Commando Elite, A Group Of Toy Action Figures, Are Released Before They'Ve Been Tested, They Attack The Children Playing With Them.",Movie,Movie
70108017,The Box,Richard Kelly,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn, Holmes Osborne, Sam Oz Stone, Gillian Jacobs, Celia Weston, Deborah Rush",United States,2019-06-01,2009,Pg-13,116 min,"Sci-Fi & Fantasy, Thrillers",A Couple Must Decide Whether To Push A Button That Will Net Them A Million Dollars But That Will Also Cause The Death Of A Complete Stranger.,Movie,Movie
70011219,The Phantom Of The Opera,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor Mcguire, Jennifer Ellison","United Kingdom, United States",2019-06-01,2004,Pg-13,141 min,"Dramas, Music & Musicals, Romantic Movies","In 1870, A Disfigured Recluse Roams Beneath A Parisian Opera House And Takes Under His Wing A Young Soprano, With Whom A Love Triangle Develops.",Movie,Movie
80097424,The Space Between Us,Peter Chelsom,"Gary Oldman, Asa Butterfield, Carla Gugino, Britt Robertson, Bd Wong, Janet Montgomery, Trey Tucker",United States,2019-06-01,2016,Pg-13,120 min,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy","After Years Of Limited Contact With Earth, An Inquisitive Teen Who Lives On Mars Makes An Interplanetary Trek To Discover His Own Origins.",Movie,Movie
80203143,Then Came You,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",United States,2019-06-01,2019,Tv-14,97 min,"Comedies, Dramas, Independent Movies",A Hypochondriac Confronts His Fear Of Death When A Terminally Ill Teen Girl Enlists Him To Help Her Complete Her Bucket List.,Movie,Movie
81068732,We Are Legends,Daniel Yee Heng Chan,"Lam Yiu-Sing, Ma Chi Wai, Wiyona Yeung, Eric Kot, Yuen Qiu, Lisa Cheng, Jason Li",Hong Kong,2019-06-01,2019,Tv-14,109 min,"Action & Adventure, International Movies, Sports Movies","Raised In A Boxing Gym, Two Orphaned Brothers Become Highly Skilled Martial Artists And Must Combat Threats In The Streets And The Ring.",Movie,Movie
60026155,What A Girl Wants,Dennie Gordon,"Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole",United States,2019-06-01,2003,Pg,105 min,"Children & Family Movies, Comedies","In Search Of The Father She'S Never Met, The Daughter Of A Bohemian American Woman Heads To Europe And Finds That Her Dad Is An Uptight Politician.",Movie,Movie
80202874,Always Be My Maybe,Nahnatchka Khan,"Ali Wong, Randall Park, James Saito, Michelle Buteau, Vivian Bang, Keanu Reeves, Susan Park, Daniel Dae Kim, Karan Soni, Charlyne Yi",United States,2019-05-31,2019,Pg-13,102 min,"Comedies, Romantic Movies","Reunited After 15 Years, Famous Chef Sasha And Hometown Musician Marcus Feel The Old Sparks Of Attraction But Struggle To Adapt To Each Other'S Worlds.",Movie,Movie
70109249,C Kkompany,Sachin Yardi,"Mahesh Bhatt, Mithun Chakraborty, G.K. Desai, Celina Jaitly, Karan Johar, Ekta Kapoor, Tusshar Kapoor, Anupam Kher, Ashok Pandit, Lalit Parashar, Raima Sen, Rajpal Yadav",India,2019-05-31,2008,Tv-14,127 min,"Action & Adventure, Comedies, International Movies","To Blow Off Some Steam, Friends Akshay, Joshi And Lambodar, Posing As A Gang Called C Kkompany, Make A Phony Extortion Demand To Joshi'S Apathetic Son. The Trio Is Shocked When Their Prank Call Makes Them Anonymous Celebrities.",Movie,Movie
80993095,Chopsticks,Sachin Yardi,"Abhay Deol, Mithila Palkar, Vijay Raaz",India,2019-05-31,2019,Tv-Ma,101 min,"Comedies, Dramas, Independent Movies",A Gifted But Insecure Woman Embarks On A Transformative Journey When She Enlists An Enigmatic Con Man To Recover Her Stolen Car From An Eccentric Thug.,Movie,Movie
70045644,Koi Aap Sa,Partho Mitra,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta",India,2019-05-31,2006,Tv-14,135 min,"Comedies, International Movies, Music & Musicals","Star Athlete Rohan Has His Eye On A Beautiful Art Student. But When His Best Friend Simran Experiences A Crisis, He Drops Everything To Help Her.",Movie,Movie
70025612,Krishna Cottage,Santram Varma,"Sohail Khan, Isha Koppikar, Natasha, Rati Agnihotri",India,2019-05-31,2004,Tv-Ma,124 min,"Action & Adventure, Horror Movies, International Movies",True Love Is Put To The Test When Another Woman Comes Between A Pair Of Star-Crossed Young Lovers In This Thriller.,Movie,Movie
80237006,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,"Anjali Patil, Om Kanojiya, Niteesh Wadhwa, Makrand Deshpande, Syna Anand, Prasad, Adarsh, Rasika Agashe",India,2019-05-31,2019,Tv-Ma,103 min,"Dramas, International Movies","When His Mother Suffers A Traumatic Incident, A Boy From The Mumbai Slums Treks To Delhi To Deliver His Written Plea For Justice To The Prime Minister.",Movie,Movie
80160033,P,Paul Spurrier,"Suangporn Jaturaphut, Opal, Dor Yodrak, Pisamai Pakdeevijit, Manthana Wannarod, Supatra Roongsawang, Narisara Sairatanee, Amy Siriya","United Kingdom, Thailand",2019-05-31,2006,Tv-Ma,105 min,"Horror Movies, International Movies","An Orphan Girl Taught Magic By Her Sick Grandma Must Find Work In Seedy Bangkok, Where Unsavory Characters Run Afoul Of Her Increasingly Dark Powers.",Movie,Movie
81111849,Pegasus,Han Han,"Shen Teng, Yin Zheng, Johnny Huang, Zhang Benyu, Yin Fang, Tian Yu, Wei Xiang",China,2019-05-31,2019,Tv-14,98 min,"Comedies, Dramas, International Movies","After A Five-Year Suspension, A Once-Legendary Race Car Driver Decides To Get Back In The Game Against A New Generation Of Opponents.",Movie,Movie
80083930,Ragini Mms,Pawan Kripalani,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",India,2019-05-31,2011,Tv-Ma,93 min,"Horror Movies, International Movies",A Couple Out To Have A Sensuous Weekend At A House Outside Of Mumbai Finds It Rigged With Surveillance Cameras And Occupied By An Evil Entity.,Movie,Movie
80083752,Ragini Mms 2,Bhushan Patel,"Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra",India,2019-05-31,2014,Tv-Ma,113 min,"Horror Movies, International Movies",The Horror Continues When Ragini'S Video Goes Viral And A Sleazy Director Decides To Make A Movie About The Incident In The Original House.,Movie,Movie
70185023,Shor In The City,"Raj Nidimoru, Krishna D.K.","Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary",India,2019-05-31,2011,Tv-Ma,106 min,"Comedies, Dramas, Independent Movies","When Three Small-Time Mumbai Crooks Steal A Bag On A Train, They Find That It'S Filled With Weapons And Realize That Their Lives May Be In Danger.",Movie,Movie
70202150,My Week With Marilyn,Simon Curtis,"Michelle Williams, Kenneth Branagh, Eddie Redmayne, Dominic Cooper, Philip Jackson, Derek Jacobi, Toby Jones, Michael Kitchen, Julia Ormond, Simon Russell Beale, Dougray Scott, Zoë Wanamaker, Emma Watson, Judi Dench","United Kingdom, United States",2019-05-30,2011,R,99 min,"Dramas, Romantic Movies","While Filming A Movie In England, Hollywood Icon Marilyn Monroe Slips Away With A Young Brit For A Week Of Self-Discovery And Frivolity.",Movie,Movie
81010699,Svaha: The Sixth Finger,Jang Jae-Hyun,"Lee Jung-Jae, Park Jung-Min, Lee Jae-In, Yoo Ji-Tae, Jung Jin-Young, Lee Da-Wit, Jin Seon-Kyu, Ji Seung-Hyeon, Min Tanaka",South Korea,2019-05-30,2019,Tv-14,123 min,"International Movies, Thrillers",A Minister Who Researches Religious Cults Turns To His Buddhist Monk Friend For Help Investigating A New Group With Mysterious Origins.,Movie,Movie
70299863,The One I Love,Charlie Mcdowell,"Mark Duplass, Elisabeth Moss, Ted Danson",United States,2019-05-30,2014,R,91 min,"Comedies, Dramas, Independent Movies","Confronted With The Potential End Of Their Marriage, Ethan And Sophie Take Off For A Weekend Together, Hoping To Negotiate Their Future.",Movie,Movie
81087094,Lifechanger,Justin Mcconnell,"Lora Burke, Jack Foley, Bill Oberst Jr., Elitsa Bako, Sam James White, Rachel Vanduzer, Steve Kasan",Canada,2019-05-28,2018,Tv-Ma,84 min,"Horror Movies, Independent Movies, Thrillers","A Shapeshifter Has To Kill, Then Inhabit His Victims, Or Die. But As His Need For New Bodies Speeds Up, He Finally Faces Down His Own Mortality.",Movie,Movie
80221447,The Nutcracker And The Four Realms,"Lasse Hallström, Joe Johnston","Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal",United States,2019-05-28,2018,Pg,99 min,Children & Family Movies,"When Her Late Mother Gifts Her A Key, Clara Embarks On A Dreamlike Journey Full Of Fantasy And Conflict In This Retelling Of The Holiday Classic.",Movie,Movie
81034931,Rampant,Kim Sung-Hoon,"Hyun Bin, Jang Dong-Gun, Jo Woo-Jin, Jeong Man-Sik, Lee Sun-Bin, Kim Eui-Sung, Cho Dal-Hwan, Seo Ji-Hye, Kim Tae-Woo, Kim Joo-Hyuk",South Korea,2019-05-26,2018,Tv-Ma,122 min,"Action & Adventure, Horror Movies, International Movies","When Prince Lee Cheong Returns To Joseon After His Brother’S Death, He Finds The Kingdom Plagued By Deadly Creatures – But They’Re Not The Only Threat.",Movie,Movie
81046255,Joy,Sudabeh Mortezai,"Anwulika Alphonsus, Mariam Precious Sanusi, Angela Ekeleme",Austria,2019-05-24,2019,Tv-Ma,101 min,"Dramas, Independent Movies, International Movies","Close To Paying Off Her Debts, A Nigerian Sex Worker In Austria Coaches A Reluctant Novice, And Assesses The Risks Of Taking A Faster Path To Freedom.",Movie,Movie
80218306,Rim Of The World,Mcg,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor, Annabeth Gish, Scott Macarthur, Dean S. Jagger, Michael Beach, Lynn Collins, David Theune, Tony Cavalero, Carl Mcdowell, Punam Patel, Jason Rogel, Chris Wylde, Rudy Mancuso, Amanda Cerny, Allan Graf, Cameron Fuller, Richard Gore, Peter Parros, Annie Cavalero",United States,2019-05-24,2019,Tv-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy","Stranded At A Summer Camp When Aliens Attack The Planet, Four Teens With Nothing In Common Embark On A Perilous Mission To Save The World.",Movie,Movie
80211638,The Perfection,Richard Shepard,"Allison Williams, Logan Browning, Steven Weber, Alaina Huffman, Mark Kandborg, Graeme Duffy",United States,2019-05-24,2019,Tv-Ma,91 min,"Horror Movies, Lgbtq Movies, Thrillers","In This Twisty Horror-Thriller, A Once-Promising Music Prodigy Reconnects With Her Former Mentors, Only To Find Them Taken With A Talented New Pupil.",Movie,Movie
81057229,The Man Who Feels No Pain,Vasan Bala,"Abhimanyu Dassani, Radhika Madan, Gulshan Devaiah, Mahesh Manjrekar, Jimit Trivedi, Loveleen Mishra, Sartaaj Kakkar, Riva Arora",India,2019-05-22,2018,Tv-Ma,137 min,"Action & Adventure, Comedies, International Movies","Leveraging His Ability To Withstand Pain, A Young Man Trains To Follow In The Footsteps Of His Martial-Arts Hero In This High-Action, Meta Comedy.",Movie,Movie
80121348,Moonlight,Barry Jenkins,"Trevante Rhodes, André Holland, Janelle Monáe, Ashton Sanders, Jharrel Jerome, Alex Hibbert, Jaden Piner, Naomie Harris, Mahershala Ali",United States,2019-05-21,2016,R,111 min,"Dramas, Independent Movies, Lgbtq Movies","In A Crime-Infested Miami Neighborhood, A Gay African-American Boy With A Drug-Addicted Mother Grows Up With The Help Of A Mentoring Drug Dealer.",Movie,Movie
81011598,Wanda Sykes: Not Normal,Linda Mendoza,Wanda Sykes,United States,2019-05-21,2019,Tv-Ma,66 min,Stand-Up Comedy,"Wanda Sykes Tackles Politics, Reality Tv, Racism And The Secret She'D Take To The Grave In This Rollicking, No-Holds-Barred Stand-Up Special.",Movie,Movie
81005364,Zero,Aanand Rai,"Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohammed Zeeshan Ayyub, Tigmanshu Dhulia, Sheeba Chaddha, Brijendra Kala, Mallika Dua, Abhay Deol, Madhavan",India,2019-05-21,2018,Tv-14,159 min,"Comedies, Dramas, International Movies","Through His Relationships With Two Wildly Different Women, A Vertically Challenged Bachelor With A Larger-Than-Life Persona Must Discover His Purpose.",Movie,Movie
81043473,Sgt. Will Gardner,Max Martini,"Max Martini, Omari Hardwick, Lily Rabe, Elisabeth Röhm, Robert Patrick, Dermot Mulroney, Gary Sinise, Jobeth Williams, Luis Bordonada, Leo Martini",United States,2019-05-19,2019,Tv-Ma,125 min,Dramas,"A Homeless Vet Who Has Ptsd Steals A Motorcycle And Hits The Road, Trying To Sort Out What Life Means Now That War Is In The Rear-View Mirror.",Movie,Movie
80080768,The Blackcoat'S Daughter,Osgood Perkins,"Emma Roberts, Kiernan Shipka, Lucy Boynton, Lauren Holly, James Remar, Greg Ellwand, Elana Krausz, Heather Tod Mitchell, Peter James Haworth, Emma Holzer","Canada, United States",2019-05-18,2015,R,95 min,"Horror Movies, Independent Movies, Thrillers","When Their Parents Fail To Pick Them Up For Winter Break, Two Students Stay On At An All-Girls Boarding School In The Company Of A Terrible Presence.",Movie,Movie
81061407,The Brawler,Ken Kushner,"Zach Mcgowan, Amy Smart, Joe Pantoliano, Burt Young, Tony Darrow, Nick Loeb, Taryn Manning, Jason James Richter",United States,2019-05-18,2019,Tv-Ma,95 min,"Dramas, Independent Movies, Sports Movies","Newly Famous After Challenging Muhammad Ali For A Championship Title, Boxer Chuck Wepner Spirals Down The Slippery Slope Of Being A Celebrity.",Movie,Movie
81103108,First Impression,Arthur Muhammad,"Lamman Rucker, Lisa Arrindell Anderson, Elise Neal, Kendrick Cross",United States,2019-05-17,2018,Tv-14,96 min,"Comedies, Romantic Movies","Unaware They’Ve Matched Online, A Struggling Writer Embellishes His Lifestyle To Impress A Successful Exec With Whom He Sparks An Unexpected Romance.",Movie,Movie
80236341,Maria,Pedring A. Lopez,"Cristine Reyes, Germaine De Leon, Kc Montero, Ronnie Lazaro, Freddie Webb",Philippines,2019-05-17,2019,Tv-Ma,90 min,"Action & Adventure, International Movies","An Ex-Assassin Tries To Leave Her Dark Past Behind Until A Power-Hungry Gang Targets Her And Her Family, Forcing Her To Summon Her Killer Instincts.",Movie,Movie
81041271,Saverio Raimondo: Il Satiro Parlante,Francesco Imperato,Saverio Raimondo,Italy,2019-05-17,2019,Tv-Ma,53 min,Stand-Up Comedy,"Italian Comic And Satirist Saverio Raimondo Regales A Milan Crowd With Tales Of Online Antics, Awkward Injuries And White-Knuckle Flights.",Movie,Movie
80216758,See You Yesterday,Stefon Bristol,"Eden Duncan-Smith, Dante Crichlow, Astro, Johnathan Nieves, Marsha Stephanie Blake, Wavyy Jonez, Myra Lucretia Taylor",United States,2019-05-17,2019,Tv-Ma,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers","As Two Teen Prodigies Try To Master The Art Of Time Travel, A Tragic Police Shooting Sends Them On A Series Of Dangerous Trips To The Past.",Movie,Movie
80998967,Good Sam,Kate Melville,"Tiya Sircar, Chad Connell, Marco Grazzini, Jesse Camacho, Mark Camacho, Elana Dunkelman, Kelly Hope Taylor, Kenny Wong, Daniela Sandiford, Christina Tannous",United States,2019-05-16,2019,Tv-Pg,90 min,"Children & Family Movies, Dramas",A Curious Reporter Finds Love While Pursuing The Story Of A Mysterious Figure Who'S Leaving Bags Of Cash For Strangers Around New York City.,Movie,Movie
81038047,Jonaki,Aditya Vikram Sengupta,"Lolita Chatterjee, Sumanto Chattopadhyay, Ratnabali Bhattacharjee, Jim Sarbh, Indrajit Sinha, Sandershika Tamang, Arunima Sinha, Satya Priya Chakraborty, Christel Das, Burjor Patel",India,2019-05-16,2018,Tv-14,96 min,"Dramas, Independent Movies, International Movies","In This Quiet, Wistful Drama, A Woman On Her Deathbed Searches Her Fraying Memories For Love And Fulfillment Through Surreal, Meditative Tableaux.",Movie,Movie
60021906,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,"Govinda, Mohnish Bahl, Sharad Kapoor, Satish Kaushik, Anupam Kher, Kiran Kumar, Rambha, Sushmita Sen",India,2019-05-16,2001,Tv-Pg,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",The Life And Career Of A Lawyer Are Thrown Into Chaos When His Son'S Wish Magically Renders Him Incapable Of Telling A Lie.,Movie,Movie
70142827,Limitless,Neil Burger,"Bradley Cooper, Abbie Cornish, Robert De Niro, Andrew Howard, Anna Friel, Johnny Whitworth, Tomas Arana, Robert John Burke, Darren Goldstein, T.V. Carpio",United States,2019-05-16,2011,Pg-13,105 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers","With His Writing Career Dragging, Eddie Morra Finds His Life Turning Around After He Takes A Drug That Provides Astonishing Mental Focus.",Movie,Movie
70149579,"Lsd: Love, Sex Aur Dhokha",Dibakar Banerjee,"Anshuman Jha, Rajkummar Rao, Amit Sial, Arya Banerjee, Neha Chauhan, Atul Mongia, Shruti, Herry Tangdi",India,2019-05-16,2010,Tv-Ma,112 min,"Dramas, Independent Movies, International Movies",This Provocative Drama Examines How The Voyeuristic Nature Of Modern Society Affects Three Unusual Couples In Northern India.,Movie,Movie
70109375,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,"Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj",India,2019-05-16,2008,Tv-Ma,119 min,"Action & Adventure, International Movies, Music & Musicals",A Television Journalist Makes A Risky Career Move By Accepting A Job Offer From A Controversial Istanbul Television Station.,Movie,Movie
70289558,Once Upon A Time In Mumbai Dobaara!,Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Sarfaraz Khan, Mahesh Manjrekar, Abhimanyu Singh, Kurush Deboo, Pitobash, Chetan Hansraj",India,2019-05-16,2013,Tv-14,142 min,"Dramas, International Movies, Music & Musicals","This Turbulent Sequel To Once Upon A Time In Mumbai Carries On The Saga Of The Gangland Don Shoaib Khan, Who Continues Pressing For More Control.",Movie,Movie
81085319,Patrick (2019),Mandie Fletcher,"Beattie Edmondson, Ed Skrein, Tom Bennett, Jennifer Saunders",United Kingdom,2019-05-16,2019,Tv-Pg,94 min,Comedies,"When A Schoolteacher Inherits An Adorable Pug, She Has To Find A Way To Take Care Of It While Dealing With Her Flatlining Love Life.",Movie,Movie
